review,analysis,k,early_effect,final_effect,decay_ratio,direction_change,trajectory_cv,max_cumulative_shift,studies_per_year,span_years,mafi_score,mafi_class,I2,estimate_re,significant,fpi_k_component,fpi_bias_component,fpi_stability_component,fpi_decay_component,fpi_score,fpi_class
CD013071_pub2_data.rds,16::overall,6,-0.119375,-0.054298,0.45485,False,0.283,0.024987,0.75,8.0,0.2893,Low Fragility,0.0,-0.054298,False,0.2059,0.7107,0.8585,0.7274,59.95,Moderate
CD013071_pub2_data.rds,19::overall,12,0.117598,-0.222933,1.895727,True,1.0195,0.098779,0.666667,18.0,0.2471,Low Fragility,0.0,-0.222933,False,0.3894,0.7529,0.4902,0.5521,53.8,Moderate
CD013071_pub2_data.rds,1::overall,9,-0.224296,-0.065404,0.291596,False,0.4863,0.086812,1.8,5.0,0.2289,Low Fragility,0.0,-0.065404,False,0.2891,0.7711,0.7569,0.6458,59.79,Moderate
CD013071_pub2_data.rds,20::overall,10,-0.110929,0.521308,4.699456,True,1.2085,0.435147,0.555556,18.0,0.3307,Moderate Fragility,3.29,0.513425,True,0.3208,0.6693,0.3958,0,36.25,Volatile
CD013071_pub2_data.rds,21::overall,6,-0.305264,-0.146288,0.479219,False,0.2863,0.072589,0.428571,14.0,0.3039,Moderate Fragility,0.0,-0.146288,False,0.2059,0.6961,0.8569,0.7396,59.79,Moderate
CD013071_pub2_data.rds,2::overall,18,-0.086473,0.001819,0.021036,True,4.2973,0.184587,1.0,18.0,0.1126,Robust,0.0,0.001819,False,0.6106,0.8874,0,0.5105,50.71,Moderate
CD013071_pub2_data.rds,3::overall,13,-0.035244,-0.033947,0.963201,False,0.5098,0.112137,0.722222,18.0,0.1413,Robust,0.0,-0.033947,False,0.4256,0.8587,0.7451,0.9816,72.49,Stable
CD013071_pub2_data.rds,4::overall,7,-0.276862,-0.110394,0.398734,False,0.3383,0.064185,0.875,8.0,0.2769,Low Fragility,0.0,-0.110394,False,0.2315,0.7231,0.8308,0.6994,59.78,Moderate
CD013071_pub2_data.rds,5::overall,7,0.377357,-0.002933,0.007773,True,82.6403,0.72756,0.388889,18.0,,,,,,0.2315,0.5,0,0.5039,29.52,High Risk
CD013071_pub2_data.rds,6::overall,13,-0.343249,0.308691,0.89932,True,0.7781,0.568014,1.181818,11.0,0.1688,Low Fragility,0.0,0.308691,False,0.4256,0.8312,0.6109,0.9497,67.81,Moderate
CD013071_pub2_data.rds,7::overall,23,-0.715234,-0.306101,0.427974,False,0.4627,0.363135,0.560976,41.0,0.0115,Robust,0.0,-0.306101,False,0.7685,0.9885,0.7687,0.714,81.26,Stable
CD013071_pub2_data.rds,8::overall,11,0.123369,0.513727,4.16413,False,1.3209,0.335461,0.611111,18.0,0.3017,Moderate Fragility,2.7,0.506279,True,0.3543,0.6983,0.3396,0,36.58,Volatile
CD013071_pub2_data.rds,9::overall,9,-0.370762,-0.126692,0.341706,False,0.3731,0.076191,0.6,15.0,0.1825,Low Fragility,0.0,-0.126692,False,0.2891,0.8175,0.8135,0.6709,62.86,Moderate
CD013078_pub2_data.rds,1::nan,6,-0.282638,-0.327379,1.158298,False,0.1226,0.111328,0.181818,33.0,0.222,Low Fragility,0.0,-0.327379,False,0.2059,0.778,0.9387,0.9209,67.51,Moderate
CD013078_pub2_data.rds,2::nan,7,-0.239031,-0.269213,1.126269,False,0.149,0.121215,0.411765,17.0,0.2635,Low Fragility,0.0,-0.269213,False,0.2315,0.7365,0.9255,0.9369,67.23,Moderate
CD013105_pub2_data.rds,1::1.0,11,-0.40898,-0.311976,0.762815,False,0.1941,0.190895,1.375,8.0,0.0428,Robust,0.0,-0.168529,False,0.3543,0.9572,0.903,0.8814,74.76,Stable
CD013105_pub2_data.rds,2::1.0,7,1.354762,0.325225,0.240061,False,0.3847,0.572704,0.538462,13.0,0.3345,Moderate Fragility,49.89,0.143035,False,0.2315,0.6655,0.8076,0.62,56.17,Moderate
CD013105_pub2_data.rds,3::1.0,7,0.605985,0.250674,0.413663,False,0.4164,0.307711,1.166667,6.0,0.144,Robust,29.62,0.15912,False,0.2315,0.856,0.7918,0.7068,62.28,Moderate
CD013166_pub3_data.rds,1::nan,32,-0.271987,-0.282383,1.038221,False,0.2721,0.241939,2.909091,11.0,0.0118,Robust,0.0,-0.259407,False,0.9276,0.9882,0.8639,0.9809,93.75,Stable
CD013166_pub3_data.rds,2::nan,43,0.39017,-0.192759,0.49404,True,2.4628,0.300137,3.909091,11.0,0.0275,Robust,0.0,-0.251223,False,0.9852,0.9725,0,0.747,68.81,Moderate
CD013166_pub3_data.rds,3::nan,37,-0.298291,0.077756,0.26067,True,1.8225,0.261863,3.363636,11.0,0.0372,Robust,0.0,0.073708,False,0.9644,0.9628,0.0887,0.6303,67.83,Moderate
CD013197_pub2_data.rds,18::overall,70,0.363552,-0.067283,0.18507,True,6.169,0.379205,8.75,8.0,0.0711,Robust,28.71,-0.112935,False,0.9997,0.9289,0,0.5925,65.07,Moderate
CD013197_pub2_data.rds,19::overall,42,0.329038,-0.127645,0.387936,True,8.5143,0.614002,7.0,6.0,0.1166,Robust,53.29,-0.085022,False,0.9829,0.8834,0,0.694,65.45,Moderate
CD013197_pub2_data.rds,1::overall,14,0.49234,0.328977,0.668191,False,0.1798,0.106218,1.75,8.0,0.1211,Robust,0.0,0.328977,False,0.4626,0.8789,0.9101,0.8341,75.28,Stable
CD013197_pub2_data.rds,2::overall,7,0.567868,0.567868,1.0,False,0.0,0.0,0.875,8.0,,,,,,0.2315,0.5,1.0,1.0,64.44,Moderate
CD013197_pub2_data.rds,4::overall,23,-0.015653,-0.026062,1.664974,False,2.1815,0.409429,2.875,8.0,0.1249,Robust,0.0,-0.00308,False,0.7685,0.8751,0,0.6675,58.28,Moderate
CD013197_pub2_data.rds,5::overall,16,-0.611181,-0.086005,0.140719,False,0.748,0.338496,3.2,5.0,0.0994,Robust,0.0,-0.086005,False,0.5374,0.9006,0.626,0.5704,65.69,Moderate
CD013197_pub2_data.rds,6::overall,10,-0.155389,-0.366432,2.358162,False,95.2558,0.789536,1.666667,6.0,0.2752,Low Fragility,18.44,-0.324765,False,0.3208,0.7248,0,0.3209,34.16,Volatile
CD013197_pub2_data.rds,7::overall,11,0.437183,-0.071918,0.164503,True,1.2986,0.268998,2.2,5.0,0.1955,Low Fragility,0.0,-0.071918,False,0.3543,0.8045,0.3507,0.5823,51.16,Moderate
CD013197_pub2_data.rds,8::overall,6,-0.052686,-0.37993,7.211288,False,2.5689,0.299644,1.2,5.0,0.353,Moderate Fragility,0.0,-0.37993,False,0.2059,0.647,0,0,22.35,High Risk
CD013232_pub2_data.rds,10::overall,43,-0.95364,0.160197,0.167985,True,3.7817,0.966593,2.15,20.0,,,,,,0.9852,0.5,0,0.584,53.74,Moderate
CD013232_pub2_data.rds,11::overall,58,1.234421,0.110436,0.089463,False,0.6641,0.625327,2.761905,21.0,0.0079,Robust,0.0,0.094706,False,0.9984,0.9921,0.668,0.5447,82.35,Stable
CD013232_pub2_data.rds,12::overall,78,0.816282,0.626384,0.767363,False,0.2126,0.58738,3.25,24.0,0.0923,Robust,41.52,0.717099,True,0.9999,0.9077,0.8937,0.8837,92.71,Stable
CD013232_pub2_data.rds,13::overall,24,0.093409,0.040958,0.438482,False,0.7341,0.123668,0.857143,28.0,0.0664,Robust,12.17,0.029328,False,0.7941,0.9336,0.633,0.7192,77.37,Stable
CD013232_pub2_data.rds,14::overall,66,1.079121,0.180979,0.16771,False,0.5293,0.246583,2.2,30.0,0.1056,Robust,0.0,0.195297,False,0.9995,0.8944,0.7353,0.5839,82.41,Stable
CD013232_pub2_data.rds,15::overall,43,-0.066886,-0.128647,1.923359,False,0.4892,0.321976,1.482759,29.0,0.0096,Robust,0.0,-0.11477,False,0.9852,0.9904,0.7554,0.5383,83.97,Stable
CD013232_pub2_data.rds,16::overall,56,-0.066886,0.128395,1.9196,True,0.7388,0.558188,1.866667,30.0,0.0037,Robust,0.0,0.125876,False,0.9979,0.9963,0.6306,0.5402,81.41,Stable
CD013232_pub2_data.rds,17::overall,14,0.012767,-0.08953,7.012426,True,0.7284,0.222158,0.451613,31.0,0.0975,Robust,0.0,-0.054595,False,0.4626,0.9025,0.6358,0,52.33,Moderate
CD013232_pub2_data.rds,18::overall,18,-1.371573,-0.836954,0.610215,False,0.2059,0.141432,0.75,24.0,0.0287,Robust,5.05,-0.863212,True,0.6106,0.9713,0.8971,0.8051,81.13,Stable
CD013232_pub2_data.rds,19::overall,14,0.047201,-0.332785,7.050429,True,0.6773,0.195145,0.736842,19.0,0.1003,Robust,0.0,-0.332785,False,0.4626,0.8997,0.6613,0,52.9,Moderate
CD013232_pub2_data.rds,1::overall,76,0.0,-0.015473,,False,2.1529,0.593919,2.375,32.0,0.0146,Robust,0.0,-0.014119,False,0.9999,0.9854,0,0.5,64.63,Moderate
CD013232_pub2_data.rds,21::overall,13,0.047201,-0.346641,7.343982,True,0.5881,0.239301,0.684211,19.0,0.116,Robust,0.0,-0.346641,False,0.4256,0.884,0.706,0,52.52,Moderate
CD013232_pub2_data.rds,2::overall,31,-0.852627,-0.072693,0.085258,False,0.8642,0.400664,1.033333,30.0,0.0978,Robust,29.19,-0.170827,False,0.9168,0.9022,0.5679,0.5426,75.11,Stable
CD013232_pub2_data.rds,3::overall,146,-0.43238,0.360187,0.833034,True,0.394,0.659136,4.171429,35.0,0.0295,Robust,12.39,0.323912,True,1.0,0.9705,0.803,0.9165,92.67,Stable
CD013232_pub2_data.rds,4::overall,104,0.68537,0.139297,0.203244,False,0.4154,0.806484,4.952381,21.0,0.0638,Robust,28.53,0.148136,False,1.0,0.9362,0.7923,0.6016,85.25,Stable
CD013232_pub2_data.rds,5::overall,80,-0.362543,0.422087,1.164239,True,0.4965,0.428537,2.285714,35.0,0.0094,Robust,2.0,0.477932,True,0.9999,0.9906,0.7518,0.9179,91.91,Stable
CD013232_pub2_data.rds,6::overall,63,0.606148,0.354213,0.584367,False,0.4299,0.50234,2.25,28.0,0.0334,Robust,13.67,0.366982,True,0.9993,0.9666,0.7851,0.7922,89.61,Stable
CD013232_pub2_data.rds,7::overall,219,1.606012,0.494217,0.307729,False,0.3473,0.37353,7.821429,28.0,0.0359,Robust,15.2,0.534331,True,1.0,0.9641,0.8264,0.6539,87.84,Stable
CD013232_pub2_data.rds,8::overall,147,1.141597,0.062521,0.054767,False,1.9931,0.565639,4.323529,34.0,0.003,Robust,0.0,0.05166,False,1.0,0.997,0.0034,0.5274,65.56,Moderate
CD013232_pub2_data.rds,9::overall,138,0.021189,0.193981,9.15474,False,0.4225,1.166349,3.942857,35.0,0.0437,Robust,16.23,0.246165,True,1.0,0.9563,0.7888,0,73.63,Stable
CD013255_pub2_data.rds,1::overall,49,0.031333,0.907045,28.948223,False,0.3296,0.971643,1.53125,32.0,0.1798,Low Fragility,85.72,1.223379,True,0.9939,0.8202,0.8352,0,71.2,Stable
CD013255_pub2_data.rds,2::overall,41,2.713965,1.196214,0.440762,False,0.2452,0.4937,1.782609,23.0,0.171,Low Fragility,79.88,1.56933,True,0.9802,0.829,0.8774,0.7204,86.47,Stable
CD013255_pub2_data.rds,3::overall,22,-0.849597,-0.676729,0.796529,False,0.3564,0.511649,0.785714,28.0,,,58.7,-0.651127,False,0.7408,0.5,0.8218,0.8983,73.23,Stable
CD013255_pub2_data.rds,4::overall,12,-0.006428,-0.11068,17.219159,False,3.2392,0.311504,0.666667,18.0,0.2155,Low Fragility,0.0,-0.11068,False,0.3894,0.7845,0,0,31.29,Volatile
CD013255_pub2_data.rds,5::overall,10,-0.006428,-0.081819,12.729044,False,3.6144,0.276191,0.555556,18.0,0.267,Low Fragility,0.0,-0.081819,False,0.3208,0.733,0,0,27.95,High Risk
CD013255_pub2_data.rds,6::overall,7,0.818725,1.230537,1.502993,False,0.1764,0.224096,0.333333,21.0,0.4418,Moderate Fragility,84.4,1.580331,True,0.2315,0.5582,0.9118,0.7485,58.67,Moderate
CD013278_pub3_data.rds,13::2.0,6,-0.297206,0.049968,0.168126,True,2.2176,0.246,0.428571,14.0,0.1261,Robust,0.0,0.03315,False,0.2059,0.8739,0,0.5841,39.7,Volatile
CD013278_pub3_data.rds,14::2.0,7,-0.682958,0.204758,0.299811,True,2.6071,0.778805,0.5,14.0,0.1833,Low Fragility,0.0,0.19737,False,0.2315,0.8167,0,0.6499,40.36,Volatile
CD013278_pub3_data.rds,18::2.0,6,-0.168846,0.104446,0.618589,True,3.4128,0.253292,0.428571,14.0,0.1309,Robust,0.0,0.136899,False,0.2059,0.8691,0,0.8093,44.09,Volatile
CD013278_pub3_data.rds,1::1.0,7,-1.048368,-0.12679,0.12094,False,0.7369,0.365432,0.212121,33.0,0.0397,Robust,0.0,0.143065,False,0.2315,0.9603,0.6316,0.5605,57.95,Moderate
CD013278_pub3_data.rds,1::2.0,8,-0.482957,0.264481,0.547628,True,5.0856,0.370926,0.571429,14.0,0.0397,Robust,0.0,0.143065,False,0.2592,0.9603,0,0.7738,47.26,Volatile
CD013278_pub3_data.rds,2::2.0,7,0.124642,-0.43533,3.492636,True,2.3523,0.354977,0.5,14.0,0.2451,Low Fragility,37.78,-0.39051,False,0.2315,0.7549,0,0,25.82,High Risk
CD013284_pub2_data.rds,10::overall,7,0.058368,0.038939,0.667136,False,0.4271,0.056154,0.7,10.0,0.2022,Low Fragility,0.0,0.038939,False,0.2315,0.7978,0.7864,0.8336,63.22,Moderate
CD013284_pub2_data.rds,13::overall,6,0.613802,0.103689,0.168929,False,0.6163,0.403673,0.6,10.0,0.4199,Moderate Fragility,0.0,0.103689,False,0.2059,0.5801,0.6919,0.5845,49.66,Volatile
CD013284_pub2_data.rds,14::overall,6,0.613802,0.103689,0.168929,False,0.6163,0.403673,0.6,10.0,0.4199,Moderate Fragility,0.0,0.103689,False,0.2059,0.5801,0.6919,0.5845,49.66,Volatile
CD013284_pub2_data.rds,1::overall,11,0.008522,0.01849,2.169626,False,0.7766,0.040613,1.1,10.0,0.1754,Low Fragility,0.0,0.01849,False,0.3543,0.8246,0.6117,0.4152,54.84,Moderate
CD013284_pub2_data.rds,2::overall,20,-0.002854,-0.064701,22.667279,False,1.3384,0.055856,2.0,10.0,0.0041,Robust,0.0,-0.064701,False,0.6792,0.9959,0.3308,0,53.54,Moderate
CD013284_pub2_data.rds,3::overall,10,-0.020615,-8.3e-05,0.004015,False,1.0567,0.064206,1.0,10.0,0.3155,Moderate Fragility,0.0,-8.3e-05,False,0.3208,0.6845,0.4717,0.502,48.57,Volatile
CD013284_pub2_data.rds,4::overall,10,0.016699,0.006237,0.373523,False,5.9258,0.111622,1.0,10.0,0.2397,Low Fragility,0.0,0.006237,False,0.3208,0.7603,0,0.6868,42.37,Volatile
CD013294_pub2_data.rds,11::overall,8,0.0,-0.046861,,False,1.5353,0.024041,0.666667,12.0,0.1836,Low Fragility,0.0,-0.046861,False,0.2592,0.8164,0.2323,0.5,44.0,Volatile
CD013294_pub2_data.rds,12::overall,8,0.0,-0.046861,,False,1.5353,0.024041,0.666667,12.0,0.1836,Low Fragility,0.0,-0.046861,False,0.2592,0.8164,0.2323,0.5,44.0,Volatile
CD013294_pub2_data.rds,1::overall,15,0.0,-0.024986,,False,2.5308,0.013579,0.75,20.0,0.077,Robust,0.0,-0.024986,False,0.5,0.923,0,0.5,48.07,Volatile
CD013294_pub2_data.rds,4::overall,10,0.0,-0.037356,,False,1.8739,0.019677,1.0,10.0,0.153,Low Fragility,0.0,-0.037356,False,0.3208,0.847,0.0631,0.5,42.38,Volatile
CD013294_pub2_data.rds,6::overall,11,0.0,-0.033979,,False,2.0222,0.018058,0.55,20.0,0.1377,Robust,0.0,-0.033979,False,0.3543,0.8623,0,0.5,42.19,Volatile
CD013295_pub2_data.rds,10::overall,8,0.061219,0.05923,0.967503,False,0.017,0.001383,0.4,20.0,0.1842,Low Fragility,0.0,0.05923,False,0.2592,0.8158,0.9915,0.9838,72.63,Stable
CD013295_pub2_data.rds,1::overall,195,0.294023,-0.64535,2.194898,True,0.2471,0.654371,6.724138,29.0,0.0739,Robust,35.59,-0.62364,True,1.0,0.9261,0.8764,0.4026,83.11,Stable
CD013295_pub2_data.rds,2::overall,70,0.0,-0.083351,,False,0.7351,0.178275,2.258065,31.0,0.0044,Robust,0.0,-0.073661,False,0.9997,0.9956,0.6324,0.5,80.69,Stable
CD013295_pub2_data.rds,3::overall,96,-0.026251,-0.090093,3.431968,False,0.8128,0.231631,3.428571,28.0,0.0046,Robust,0.0,-0.086461,False,1.0,0.9954,0.5936,0,69.72,Moderate
CD013295_pub2_data.rds,4::overall,100,0.525186,-0.04291,0.081704,True,32.9874,0.268245,3.448276,29.0,0.0026,Robust,0.0,-0.034153,False,1.0,0.9974,0,0.5409,65.75,Moderate
CD013295_pub2_data.rds,5::overall,85,0.044273,-0.137152,3.097847,True,0.6268,0.428909,2.931034,29.0,0.0094,Robust,0.0,-0.120727,False,1.0,0.9906,0.6866,0,71.93,Stable
CD013295_pub2_data.rds,6::overall,109,-1.09988,-0.079592,0.072365,False,1.1766,0.702235,3.516129,31.0,0.0032,Robust,0.0,-0.073949,False,1.0,0.9968,0.4117,0.5362,75.94,Stable
CD013295_pub2_data.rds,7::overall,76,0.026992,-0.001164,0.043107,True,2.3273,0.322363,2.62069,29.0,0.0628,Robust,0.0,0.001043,False,0.9999,0.9372,0,0.5216,63.86,Moderate
CD013295_pub2_data.rds,8::overall,34,-0.860645,-0.215566,0.25047,False,0.5308,0.191376,1.307692,26.0,0.0083,Robust,0.0,-0.147779,False,0.9453,0.9917,0.7346,0.6252,84.02,Stable
CD013295_pub2_data.rds,9::overall,23,-0.381718,-0.128398,0.336369,False,0.3391,0.104997,0.821429,28.0,0.0107,Robust,0.0,-0.108518,False,0.7685,0.9893,0.8305,0.6682,81.91,Stable
CD013303_pub2_data.rds,10::overall,7,-0.133055,-0.051114,0.38416,False,0.3665,0.037692,0.466667,15.0,0.2603,Low Fragility,0.0,-0.051114,False,0.2315,0.7397,0.8167,0.6921,59.7,Moderate
CD013303_pub2_data.rds,11::overall,8,-0.133055,0.132576,0.996404,True,2.5628,0.208813,0.533333,15.0,0.2327,Low Fragility,0.0,0.132576,False,0.2592,0.7673,0,0.9982,46.92,Volatile
CD013303_pub2_data.rds,13::overall,6,-0.133055,-0.174506,1.311533,False,0.3086,0.096443,0.4,15.0,0.2245,Low Fragility,0.0,-0.174506,False,0.2059,0.7755,0.8457,0.8442,63.59,Moderate
CD013303_pub2_data.rds,1::overall,11,-0.04839,-0.238364,4.925862,False,0.5996,0.205618,0.733333,15.0,0.1866,Low Fragility,0.0,-0.238364,False,0.3543,0.8134,0.7002,0,48.47,Volatile
CD013303_pub2_data.rds,2::overall,9,0.022388,-0.029756,1.329077,True,1.2726,0.023201,0.6,15.0,0.2559,Low Fragility,0.0,-0.029756,False,0.2891,0.7441,0.3637,0.8355,53.08,Moderate
CD013303_pub2_data.rds,3::overall,13,-0.027981,0.323416,11.55831,True,0.9632,0.606219,0.866667,15.0,0.2421,Low Fragility,0.0,0.323416,False,0.4256,0.7579,0.5184,0,44.67,Volatile
CD013303_pub2_data.rds,4::overall,12,0.021445,-0.027029,1.260378,True,0.9765,0.207809,0.8,15.0,0.2317,Low Fragility,8.93,0.026837,False,0.3894,0.7683,0.5117,0.8698,61.08,Moderate
CD013303_pub2_data.rds,5::overall,8,0.853323,0.770723,0.903202,False,0.0315,0.052752,0.533333,15.0,0.3034,Moderate Fragility,6.27,0.685932,True,0.2592,0.6966,0.9842,0.9516,68.83,Moderate
CD013303_pub2_data.rds,6::overall,11,1.031011,0.662977,0.643036,False,0.1712,0.232472,1.222222,9.0,0.1573,Low Fragility,0.0,0.662977,True,0.3543,0.8427,0.9144,0.8215,70.99,Stable
CD013303_pub2_data.rds,7::overall,6,0.035503,-0.098349,2.770195,True,6.7548,0.110951,0.857143,7.0,0.2933,Low Fragility,0.0,-0.098349,False,0.2059,0.7067,0,0.1149,26.14,High Risk
CD013303_pub2_data.rds,9::overall,7,-0.005819,-0.139441,23.963941,False,0.7895,0.089321,0.466667,15.0,0.2084,Low Fragility,0.0,-0.139441,False,0.2315,0.7916,0.6053,0,41.87,Volatile
CD013331_pub2_data.rds,1::overall,18,0.03029,0.031309,1.033632,False,0.9442,0.020658,0.5625,32.0,0.0328,Robust,0.0,0.031309,False,0.6106,0.9672,0.5279,0.9832,75.36,Stable
CD013331_pub2_data.rds,2::overall,6,1.110934,0.622975,0.560766,False,0.2185,0.233906,0.24,25.0,0.3368,Moderate Fragility,0.0,0.622975,False,0.2059,0.6632,0.8908,0.7804,60.63,Moderate
CD013331_pub2_data.rds,3::overall,7,0.0,-0.017378,,False,0.8359,0.024373,0.291667,24.0,0.1976,Low Fragility,0.0,-0.017378,False,0.2315,0.8024,0.582,0.5,51.56,Moderate
CD013332_pub2_data.rds,1::overall,33,-0.810984,-0.499426,0.615827,False,0.2539,0.409416,1.5,22.0,0.0664,Robust,25.65,-0.519296,True,0.937,0.9336,0.873,0.8079,89.44,Stable
CD013332_pub2_data.rds,2::overall,20,-0.165945,-0.312443,1.88281,False,0.3485,0.081802,0.952381,21.0,0.215,Low Fragility,0.0,-0.250202,True,0.6792,0.785,0.8257,0.5586,71.82,Stable
CD013342_pub2_data.rds,10::nan,8,1.328315,0.567671,0.427362,False,0.3544,0.856909,1.333333,6.0,,,54.13,1.193543,True,0.2592,0.5,0.8228,0.7137,55.12,Moderate
CD013342_pub2_data.rds,12::nan,7,-0.342421,-0.143789,0.419919,False,0.3167,0.084969,1.166667,6.0,0.2798,Low Fragility,0.0,-0.143789,False,0.2315,0.7202,0.8417,0.71,60.19,Moderate
CD013342_pub2_data.rds,1::1.0,19,-0.450759,-0.253493,0.56237,False,0.1894,0.152475,2.375,8.0,0.0038,Robust,0.0,-0.258702,False,0.6457,0.9962,0.9053,0.7812,82.53,Stable
CD013342_pub2_data.rds,1::2.0,20,-0.450759,-0.283956,0.629951,False,0.1604,0.152209,2.5,8.0,0.0038,Robust,0.0,-0.258702,False,0.6792,0.9962,0.9198,0.815,84.57,Stable
CD013342_pub2_data.rds,1::3.0,15,-0.450759,-0.381984,0.847424,False,0.1219,0.185988,1.875,8.0,0.0038,Robust,0.0,-0.258702,False,0.5,0.9962,0.9391,0.9237,81.86,Stable
CD013342_pub2_data.rds,2::1.0,15,-0.450759,-0.230901,0.51225,False,0.3049,0.124525,1.875,8.0,0.0108,Robust,0.0,-0.384277,False,0.5,0.9892,0.8476,0.7561,76.04,Stable
CD013342_pub2_data.rds,2::2.0,15,-0.450759,-0.389067,0.863138,False,0.1521,0.205846,1.875,8.0,0.0108,Robust,0.0,-0.384277,False,0.5,0.9892,0.924,0.9316,81.46,Stable
CD013342_pub2_data.rds,2::3.0,11,-0.450759,-0.396963,0.880656,False,0.1285,0.155261,1.571429,7.0,0.0108,Robust,0.0,-0.384277,False,0.3543,0.9892,0.9357,0.9403,77.56,Stable
CD013342_pub2_data.rds,3::1.0,10,-0.340343,0.241488,0.709541,True,50.3586,0.564034,1.25,8.0,0.0513,Robust,0.0,0.073391,False,0.3208,0.9487,0,0.8548,50.44,Moderate
CD013342_pub2_data.rds,3::2.0,10,-0.34385,-0.172326,0.501165,False,0.2357,0.086061,1.25,8.0,0.0513,Robust,0.0,0.073391,False,0.3208,0.9487,0.8821,0.7506,70.41,Stable
CD013342_pub2_data.rds,3::3.0,6,-0.420735,-0.40018,0.951146,False,0.1646,0.180604,0.75,8.0,0.0513,Robust,0.0,0.073391,False,0.2059,0.9487,0.9177,0.9756,72.35,Stable
CD013342_pub2_data.rds,4::nan,6,-0.255697,-0.087367,0.341682,False,2.5426,0.377656,1.0,6.0,0.2061,Low Fragility,0.0,0.170054,False,0.2059,0.7939,0,0.6708,39.44,Volatile
CD013342_pub2_data.rds,5::nan,12,0.484674,0.218298,0.450401,False,0.3056,0.209301,1.714286,7.0,0.0994,Robust,0.0,0.183664,False,0.3894,0.9006,0.8472,0.7252,69.88,Moderate
CD013342_pub2_data.rds,6::nan,15,-0.450759,0.614841,1.364014,True,0.7063,0.609084,1.875,8.0,0.101,Robust,0.0,0.608314,True,0.5,0.899,0.6468,0.818,70.01,Stable
CD013342_pub2_data.rds,7::nan,8,0.070868,0.511692,7.220316,False,0.4027,0.407241,1.142857,7.0,0.192,Low Fragility,0.0,0.497235,False,0.2592,0.808,0.7986,0,47.94,Volatile
CD013342_pub2_data.rds,8::nan,8,-0.421894,-0.14741,0.349401,False,2.0408,0.400777,1.6,5.0,0.3321,Moderate Fragility,0.0,-0.14741,False,0.2592,0.6679,0,0.6747,37.97,Volatile
CD013342_pub2_data.rds,9::nan,8,0.054086,-0.335694,6.206621,True,2.5012,0.236858,1.333333,6.0,0.2405,Low Fragility,0.0,-0.335694,False,0.2592,0.7595,0,0,26.76,High Risk
CD013344_pub2_data.rds,10::overall,6,-0.561128,-0.319701,0.569748,False,0.2069,0.249671,0.428571,14.0,0.3669,Moderate Fragility,0.0,-0.319701,False,0.2059,0.6331,0.8965,0.7849,60.11,Moderate
CD013344_pub2_data.rds,11::overall,7,1.116626,0.23582,0.211189,False,0.4118,0.478367,0.777778,9.0,0.3525,Moderate Fragility,5.77,0.282385,False,0.2315,0.6475,0.7941,0.6056,55.1,Moderate
CD013344_pub2_data.rds,1::overall,14,-0.528449,-0.403435,0.763432,False,0.1324,0.152655,1.0,14.0,0.2875,Low Fragility,55.42,-0.665375,False,0.4626,0.7125,0.9338,0.8817,72.67,Stable
CD013344_pub2_data.rds,2::overall,13,-1.289016,-0.96,0.744754,False,0.0923,0.137419,0.928571,14.0,0.35,Moderate Fragility,81.36,-0.737198,False,0.4256,0.65,0.9538,0.8724,70.31,Stable
CD013344_pub2_data.rds,3::overall,11,-0.465955,-0.187287,0.401942,False,0.2769,0.176842,0.916667,12.0,0.1933,Low Fragility,0.0,-0.187287,False,0.3543,0.8067,0.8616,0.701,66.35,Moderate
CD013344_pub2_data.rds,4::overall,10,-1.124729,-0.371766,0.330538,False,0.327,0.417448,0.714286,14.0,0.3745,Moderate Fragility,57.77,-0.346389,False,0.3208,0.6255,0.8365,0.6653,59.48,Moderate
CD013344_pub2_data.rds,5::overall,9,-0.603392,-0.703932,1.166626,False,0.0823,0.115865,1.0,9.0,0.1972,Low Fragility,0.0,-0.703932,True,0.2891,0.8028,0.9588,0.9167,71.05,Stable
CD013344_pub2_data.rds,6::overall,6,1.100146,-0.075566,0.068687,True,1.1022,0.88029,1.5,4.0,0.437,Moderate Fragility,0.0,-0.075566,False,0.2059,0.563,0.4489,0.5343,42.16,Volatile
CD013353_pub2_data.rds,1::overall,12,0.0,0.0,,False,,0.0,0.666667,18.0,0.12,Robust,0.0,0.0,False,0.3894,0.88,0.5,0.5,56.18,Moderate
CD013353_pub2_data.rds,3::overall,7,0.0,0.0,,False,,0.0,7.0,1.0,0.195,Low Fragility,0.0,0.0,False,0.2315,0.805,0.5,0.5,49.57,Volatile
CD013358_pub2_data.rds,12::overall,10,0.074502,-0.122846,1.648894,True,0.9624,0.082797,1.111111,9.0,0.1591,Low Fragility,0.0,-0.122846,False,0.3208,0.8409,0.5188,0.6756,57.13,Moderate
CD013358_pub2_data.rds,13::overall,16,-0.016858,-0.059986,3.558306,False,0.4575,0.060711,0.551724,29.0,0.0656,Robust,0.0,-0.059986,False,0.5374,0.9344,0.7712,0,58.76,Moderate
CD013358_pub2_data.rds,14::overall,19,-0.124394,-0.068927,0.554102,False,0.2418,0.053083,1.583333,12.0,0.02,Robust,0.0,-0.068927,False,0.6457,0.98,0.8791,0.7771,81.39,Stable
